,product,title,rating,body
4091,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth the price,5.0,Yes good for the price.Good pic quality only booting is too slow
4092,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus smart TV,5.0,"Good product 👍Ontime delivery 🚚Recommended ,❤️"
4093,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good quality screen but no RAC port for audio,5.0,"Pros:B'ful picture quality, BT Remote, Ok SoundCons:No RCA ports,only optical port for sound"
4094,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,4.0,Good
4095,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth the money,4.0,Totally worth the money
4096,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Budget range perfect tv,5.0,"Excellent tv in given price, if u going for 25 k budget, go for one plus without second thought."
4097,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),In this price range this tv is awesome,4.0,In this price range the best tv everPicture quality awesomeAudio quality good but not bestConectivity average
4098,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Specifications not matching with whats been mentioned,2.0,Specifications not matching with whats been mentioned
4099,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Service worsted,1.0,One plus tv y32inc mother Bord problem i service request 25days back but not completed worst service amazon
4100,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Remote problem,3.0,Remote not working within 4 days....what to do
4101,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't waste your money,2.0,Sound quality is very very poorWall mount stand was not given by dealerSoftware system is law
4102,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Received a defact tv.,1.0,Got a defact tv. Speakers are not working properly.
4103,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),OnePlus y series tv,4.0,Nice product
4104,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not happy,2.0,In the middle screen go blankSound effect not goodProblem with screen mirroring
4105,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),1st clàss android tv,5.0,
4106,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't purchase one plus TV,1.0,Wastage of money . Don't go under brand name . Other products are far better as compared to One plus TV.
4107,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice tv,5.0,Nice
4108,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus beast,5.0,It's been more than 6months using this nice product. Best features with budget.
4109,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very sub standard product,1.0,Very substandard productIf only I could give less then one star!
4110,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice but not excellent,3.0,This product is nice but when I switch on the tv then no voice come. But after some times it voice comes . Rest all this are nice
4111,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth,5.0,Unlike other smart tvs the audio quality is too good!
4112,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor Quality,1.0,Product Display Complaint within 8 months.
4113,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Installation issue,1.0,Amazon’s not able to provide the installs services for this product. Please don’t buy this product.
4114,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice,4.0,Nice product
4115,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus is one number product,5.0,Superb quality and look 6*
4116,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),When you come the installment tv,4.0,Only deliver the item when you will come installment tha tv ?????
4117,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Connectivity,4.0,Everything is fine except it's Bluetooth connectivity. You can't use google assistant because the Bluetooth connectivity is very poor.
4118,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),BEUTIFUL,5.0,dream comes to an true.Amazing Tv.. Like a theatre screen. and about clarity sound all are amazing.
4119,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sound system,3.0,Picture quality is good...but the sound system is not good
4120,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Issues with alexa connectivity,5.0,"Cannot connect with alexa... Still waiting for it to be resolved, rest all is good considering the price"
4121,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Blank screen coming,2.0,Some times blank screen coming
4122,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus TV,3.0,"It is good,"
4123,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Casting,3.0,It doesn't have Miracast. So one needs good speed wifi connection to cast your phone to TV.
4124,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Pls exchange my TV,2.0,"Hdm port not working, time not working. Pls arrange for exchange."
4125,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),It's a good product as per the amount,5.0,Some time it gets hang
4126,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Screen cast problem very poor and pictures quality,1.0,Very bad quality and feature
4127,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Overall good performance,5.0,One+ Led is Good to use
4128,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money,4.0,Good design and best ui
4129,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best,5.0,Best
4130,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very poor quality,1.0,Very poor quality. There is NO RETURN POLICY for this product which is discouraging and against the business ethics.
4131,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Perfect,5.0,"The quality is very good, and audio is perfect"
4132,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice TV,5.0,Sound quality of the TV is not so good. Company should try to improve....
4133,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very slow processing and very bad picture resolution. Not a good product to go with.,2.0,Very slow processing and very bad picture resolution. Not a good product to go with.
4134,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Installation,2.0,"Tv delivery is good but installations is very much bad, being 8days tv not installed"
4135,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Very good product
4136,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Nice picture quality and sound is best
4137,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Need my refund,1.0,Worst product not compatible doesn't work properly
4138,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product in this range,3.0,"Clarity is good, sound is also good. Colors could have been better"
4139,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),good,4.0,good
4140,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product,4.0,worthy for 22K in available top brands in the market
4141,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor picture quality,1.0,Dislike  very poor quality picture
4142,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Liked,4.0,Smart features are good
4143,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,The media could not be loaded.
4144,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Voice not good,2.0,Quality was good but Have little bit vibration in mike .
4145,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Excellent tv,5.0,"The media could not be loaded.
                




   Full hd smart TV full picture Quality  oneplus super tv"
4146,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good job 1+,4.0,Good quality and easy to use.
4147,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Tv not working after a month,1.0,Tv not working after a month and no service help from Amazon
4148,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),very bad service,1.0,"Very bad product, board r not working both HDMI port r not working.And service is very very bad. waste of money"
4149,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good quality,4.0,Got fooled by installation team had taken charges when it was maintained that installation is free
4150,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good TV,5.0,Really liked this TV - awesome !
4151,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst product  ever,1.0,Worst tv ever. With in a week the screen is not working.  White color horizontal  lines coming  on the screen..
4152,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Baddest support from oneplus,1.0,Baddest in the segment
4153,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),OnePlus tv 43 inch,5.0,Picture quality : 4.5/5Sound quality : 4.0/5Remote control : 4.9/5Packaging : excellentConnectivity : super
4154,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Not happy , may be with Amazon  after sales &fixing support",3.0,Need a spare remote
4155,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,4.0,Descent good one these
4156,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not good.,3.0,Viewing angle is very poor. Colours gets faded if you look at screen from little side angle.
4157,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Superb quality,5.0,Picture Quality
4158,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good and smart tv,5.0,Good picture quality
4159,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),installation not done,1.0,"TV was delivered 20 days back, till now the installation appointment was not done."
4160,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus tv is good,1.0,OnePlus customer service support very bad i have many times call oneplus customer support but no any proper support.
4161,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst purchase dont go for it.,1.0,"This is the worst purchase of my life , Its been 15 days and the screen has gone black and white.Its lagging and sound is jarring"
4162,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Power Supply,3.0,Don't use this tv on low voltage
4163,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Low sound,3.0,Sound clearly is very low
4164,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not good,2.0,Picture quality is not justify OnePlus brand and sensors are very weak and not worked properly
4165,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sad tv,1.0,Horrible do not buy
4166,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't buy,1.0,I have problem with HDMI cable and I have returned it I got the second one and again I found sound problem don't buy this tv
4167,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst Support,3.0,There will be no technical support or product support after buying the tv
4168,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),TV is ok but Oneplus Service is very Pathetic!!,3.0,Service is Pathetic
4169,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Ordinary Tv,3.0,Its just a normal Tv like other tv realme or mi etc.Nothing is special if u r consider the brand oneplus.
